DOC,Titre,Chapitre,Section,Article,Contenu,Pages
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 45 :,"Si au jour de sa nomination, un administrateur n'est pas propriétaire du nombre d'actions requis ou si, en cours de mandat, il cesse d'en être propriétaire, il est réputé démissionnaire de plein droit s'il n'a pas régularisé sa situation dans un délai de trois mois.",[19]
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,"Article 46 :(Abrogé, par l'article 4 de la loi n° 20-05 promulguée par le dahir n° 1-08- 18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).",,[19]
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 47 :,"Le ou les commissaires aux comptes veillent, sous leur responsabilité, à l'observation des dispositions prévues aux articles 44 et 45 et en dénoncent toute violation dans leur rapport à l'assemblée générale ordinaire.",[19]
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 48 :,"La durée des fonctions des administrateurs est déterminée par les statuts sans pouvoir excéder 6 ans en cas de nomination par les assemblées générales, et 3 ans en cas de nomination par les statuts. Les fonctions d'un administrateur prennent fin à l'issue de la réunion de l'assemblée générale ordinaire appelée à statuer sur les comptes du dernier exercice écoulé et tenue dans l'année au cours de laquelle expire le mandat dudit administrateur. Les administrateurs sont rééligibles sauf stipulations contraires des statuts. Ils peuvent être révoqués à tout moment par l'assemblée générale ordinaire, sans même que cette révocation soit mise à l'ordre du jour.",[19]
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 49 :,"En cas de vacance par décès, par démission ou par tout autre empêchement d'un ou plusieurs sièges d'administrateurs sans que le nombre d'administrateurs soit inférieur au minimum statutaire, le conseil d'administration, peut, entre deux assemblées générales, procéder à des nominations à titre provisoire. Lorsque le nombre des administrateurs est devenu inférieur au minimum légal, les administrateurs restants doivent convoquer l'assemblée générale ordinaire dans un délai maximum de 30 jours à compter du jour où se produit la vacance en vue de compléter l'effectif du conseil. Lorsque le nombre des administrateurs est devenu inférieur au minimum statutaire, sans toutefois être inférieur au minimum légal, le conseil d'administration doit procéder à des nominations à titre provisoire en vue de compléter son effectif dans le délai de 3 mois à compter du jour où se produit la vacance. Les nominations effectuées par le conseil d'administration en vertu des alinéas 1er et 3 ci-dessus sont soumises à ratification de la plus prochaine assemblée générale ordinaire. A défaut de ratification, les délibérations prises et les actes accomplis antérieurement par le conseil n'en demeurent pas moins valables. Lorsque le conseil d'administration néglige de procéder aux nominations requises ou de convoquer l'assemblée, tout intéressé peut demander au président du tribunal, statuant en référé, la désignation d'un mandataire chargé de convoquer l'assemblée générale à l'effet de procéder aux nominations ou de ratifier les nominations intervenues en application de l'alinéa 3.","[19, 20]"
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 50 :(Complété par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Le conseil d'administration ne délibère valablement que si la moitié au moins de ses membres sont effectivement présents. Sauf clause contraire des statuts, un administrateur peut donner mandat par écrit à un autre administrateur de le représenter à une séance du conseil. Chaque administrateur ne peut disposer, au cours d'une même séance, que d'une seule procuration. Les statuts peuvent prévoir que sont réputés présents, pour le calcul du quorum et de la majorité, les administrateurs qui participent à la réunion du conseil d'administration par les moyens de visioconférence ou moyens équivalents permettant leur identification. Cette disposition n'est pas applicable pour l'adoption des décisions prévues aux articles 63, 67 bis, 67 ter et 72. Il est tenu un registre des présences qui est signé par tous les administrateurs participant à la réunion et les autres personnes qui y assistent, en vertu d'une disposition de la présente loi ou pour toute autre raison. A moins que les statuts n'exigent une majorité plus forte, les décisions sont prises à la majorité des membres présents ou représentés et, sauf disposition contraire des statuts, la voix du président est prépondérante en cas de partage égal des voix. Les administrateurs et toutes les personnes appelées à assister aux réunions du conseil d'administration sont tenus à la discrétion à l'égard des informations ayant un caractère confidentiel reçues au cours ou à l'occasion des réunions après en avoir été avertis par le président.",[20]
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 50 bis :(Ajouté par l'article 3 de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Il est désigné par moyens de visioconférence ou moyens équivalents tous moyens permettant aux administrateurs, membres du conseil de surveillance ou actionnaires de la société de participer à distance aux réunions de ses organes de direction ou de ses organes sociaux. Les moyens de visioconférence utilisés doivent remplir les conditions suivantes : - satisfaire à des caractéristiques techniques garantissant une participation effective aux réunions des organes de direction ou des organes sociaux dont les délibérations sont retransmises de façon continue ; - permettre d'identifier préalablement les personnes participant par ce moyen à la réunion; - permettre un enregistrement fiable des discussions et délibérations, pour les moyens de preuve. Les procès-verbaux des réunions de ces organes font état de tout incident technique relatif à la visioconférence lorsqu'il a perturbé le déroulement de la réunion.","[20, 21]"
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 51 :,"Le conseil d'administration peut constituer en son sein, et avec le concours, s'il l'estime nécessaire, de tiers, actionnaires ou non, des comités techniques chargés d'étudier les questions qu'il leur soumet pour avis. Il est rendu compte aux séances du conseil de l'activité de ces comités et des avis ou recommandations formulés. Le conseil fixe la composition et les attributions des comités qui exercent leurs activités sous sa responsabilité. Toutes les personnes participant aux réunions desdits comités sont tenues à l'obligation de discrétion prévue au dernier alinéa de l'article 50.",[21]
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 52 :,"Les délibérations du conseil d'administration sont constatées par des procès- verbaux établis par le secrétaire du conseil sous l'autorité du président et signés par ce dernier et par au moins un administrateur. En cas d'empêchement du président, le procès-verbal est signé par deux administrateurs au moins. Les procès-verbaux indiquent le nom des administrateurs présents, représentés ou absents ; ils font état de la présence de toute autre personne ayant également assisté à tout ou partie de la réunion et de la présence ou de l'absence des personnes convoquées à la réunion en vertu d'une disposition légale. Ces procès-verbaux sont communiqués aux membres du conseil d'administration dès leur établissement et, au plus tard, au moment de la convocation de la réunion suivante. Les observations des administrateurs sur le texte desdits procès-verbaux, ou leurs demandes de rectification sont, si elles n'ont pu être prises en compte plus tôt, consignées au procès-verbal de la réunion suivante.","[21, 22]"
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 53 :,"Les procès-verbaux des réunions du conseil sont consignés sur un registre spécial tenu au siège social, coté et paraphé par le greffier du tribunal du lieu du siège de la société. Ce registre peut être remplacé par un recueil de feuillets mobiles numérotés sans discontinuité et paraphés dans les conditions prévues à l'alinéa précédent. Toute addition, suppression, substitution ou interversion de feuillets est interdite. Dans tous les cas, ce registre ou ce recueil est placé sous la surveillance du président et du secrétaire du conseil. Il doit être communiqué aux administrateurs et au ou aux commissaires aux comptes sur leur demande ; ces derniers doivent, chaque fois qu'il est nécessaire, informer les membres du conseil d'administration ou du directoire et du conseil de surveillance de toute irrégularité dans la tenue de ce registre ou de ce recueil et la dénoncer dans leur rapport général à l'assemblée générale ordinaire.",[22]
Loi n° 17-95,TITRE III DE L'ADMINISTRATION ET DE LA DIRECTION DES SOCIETES ANONYMES,Chapitre Premier : De la société à conseil d'administration,Section I : Des organes d'administration et de direction,Article 54 :,"Les copies ou extraits des procès-verbaux des délibérations sont valablement certifiés par le président du conseil d'administration uniquement, ou par un directeur général conjointement avec le secrétaire. Il est suffisamment justifié du nombre des administrateurs en exercice, ainsi que de leur présence et de leur représentation à une séance du conseil par la production d'une copie ou d'un extrait du procès-verbal. Au cours de la liquidation de la société, les copies ou extraits sont valablement certifiés par un liquidateur.",[22]
